,Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,lat,lon,Outras informacoes da localidade,Jurisdicao,"Destino do Material
"
220,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429139,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",03/04/2013,04/04/2013 a 04/04/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
221,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429140,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",02/05/2013,03/05/2013 a 03/05/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
222,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429141,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",15/05/2013,16/05/2013 a 16/05/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
223,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429142,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",29/05/2013,30/05/2013 a 30/05/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
224,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429143,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",07/08/2013,08/08/2013 a 08/08/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
225,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429144,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",07/08/2013,08/08/2013 a 08/08/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
226,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429145,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",21/08/2013,22/08/2013 a 22/08/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
227,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429146,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",21/08/2013,22/08/2013 a 22/08/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
228,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429147,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",14/11/2013,15/11/2013 a 15/11/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
229,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429148,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",28/11/2013,29/11/2013 a 29/11/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
230,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Emilia Patricia Medici,429149,"Nº Da Autorização/Licença Sisbio: 38332, Projeto: Iniciativa Nacional Para A Conservação Da Anta Brasileira - Pantanal E Cerrado",28/11/2013,29/11/2013 a 29/11/2013,08/03/2016,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Rodovias Conectando Campo Grande A Outras Cidades Do Ms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.47221,-54.559571,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
231,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marco Antonio Del Lama,413548,Nº Da Autorização/Licença Sisbio: 31750,15/07/2013,16/07/2013 a 17/07/2013,04/04/2019,Partamona mulata,Sem Informações,Partamona mulata,species,3,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,Partamona mulata,Espécie não Ameaçada,Sem Informações,Campo Grande,Brasil,MS,Campo Grande,Espécie não Sensível,-20.381319,-54.756256,Coordenada aproximada,Sem Informações,"Destinado a laboratório
"
232,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Antonio Thadeu Medeiros De Barros,568626,Nº Da Autorização/Licença Sisbio: 21209,01/08/1999,02/08/1999 a 11/08/1999,31/10/2017,Haematobia irritans,Sem Informações,Haematobia irritans,species,2,Sem Informações,Arthropoda,Insecta,Diptera,Muscidae,Haematobia,Haematobia irritans,Espécie não Ameaçada,Sem Informações,Campus Experimental Da Embrapa Gado De Corte,Brasil,MS,Campo Grande,Espécie não Sensível,-20.416639,-54.699756,Coordenada aproximada,Sem Informações,"Descartado
"
233,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Antonio Thadeu Medeiros De Barros,568627,Nº Da Autorização/Licença Sisbio: 21209,02/03/2014,03/03/2014 a 30/05/2014,31/10/2017,Stomoxys calcitrans,Sem Informações,Stomoxys calcitrans,species,"5,000",Sem Informações,Arthropoda,Insecta,Diptera,Muscidae,Stomoxys,Stomoxys calcitrans,Espécie não Ameaçada,Sem Informações,Campus Experimental Da Embrapa Gado De Corte,Brasil,MS,Campo Grande,Espécie não Sensível,-20.443583,-54.733089,Coordenada de referência da área amostrada,Sem Informações,"Descartado
"
234,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Erich Arnold Fischer,168700,"Nº Da Autorização/Licença Sisbio: 15908, Projeto: Efeitos Da Ingestão Por Morcegos Sobre A Germinação De Espécies Pioneiras",19/07/2009,20/07/2009 a 24/07/2009,21/08/2012,Artibeus lituratus,Morcego,Artibeus lituratus,species,30,Sem Informações,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Espécie não Ameaçada,Sem Informações,Região Urbana De Campo Grande,Brasil,MS,Campo Grande,Espécie não Sensível,-20.463611,-54.615833,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
235,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Erich Arnold Fischer,168701,"Nº Da Autorização/Licença Sisbio: 15908, Projeto: Efeitos Da Ingestão Por Morcegos Sobre A Germinação De Espécies Pioneiras",09/08/2009,10/08/2009 a 15/08/2009,21/08/2012,Artibeus lituratus,Morcego,Artibeus lituratus,species,30,Sem Informações,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Espécie não Ameaçada,Sem Informações,Região Urbana De Campo Grande,Brasil,MS,Campo Grande,Espécie não Sensível,-20.463611,-54.615833,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
236,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Francisco De Paula Severo Da Costa Neto,514728,"Nº Da Autorização/Licença Sisbio: 39507, Projeto: Recuperação De Material Biológico Em Rodovias De Mato Grosso Do Sul",13/06/2013,14/06/2013 a 14/06/2013,19/08/2014,Chrysocyon brachyurus,Lobo-guará,Chrysocyon brachyurus,species,1,Sem Informações,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,Espécie Ameaçada,Vulnerável,Rodovia,Brasil,MS,Terenos,Espécie não Sensível,-20.4225,-54.991944,Coordenada exata da ocorrência,Sem Informações,"Depositado em banco de amostras biológicas
"
237,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517492,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",26/03/2014,27/03/2014 a 27/03/2014,23/08/2015,Leptodactylus labyrinthicus,Sem Informações,Leptodactylus labyrinthicus,species,3,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus labyrinthicus,Espécie não Ameaçada,Sem Informações,Parque Ecológico  Do Sóter,Brasil,MS,Campo Grande,Espécie não Sensível,-20.429769,-54.576733,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
238,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517493,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",27/04/2014,28/04/2014 a 28/04/2014,23/08/2015,Leptodactylus labyrinthicus,Sem Informações,Leptodactylus labyrinthicus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus labyrinthicus,Espécie não Ameaçada,Sem Informações,Parque Ecológico  Do Sóter,Brasil,MS,Campo Grande,Espécie não Sensível,-20.429769,-54.576733,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
239,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517494,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",27/04/2014,28/04/2014 a 28/04/2014,23/08/2015,Rhinella schneideri,Sem Informações,Rhinella schneideri,species,2,Sem Informações,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Espécie não Ameaçada,Sem Informações,Parque Ecológico  Do Sóter,Brasil,MS,Campo Grande,Espécie não Sensível,-20.429769,-54.576733,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
240,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517497,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",23/04/2014,24/04/2014 a 24/04/2014,23/08/2015,Leptodactylus podicipinus,Sem Informações,Leptodactylus podicipinus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus podicipinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.390831,-54.588889,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
241,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517503,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",23/03/2014,24/03/2014 a 31/03/2014,23/08/2015,Rhinella schneideri,Sem Informações,Rhinella schneideri,species,1,Sem Informações,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.390556,-54.5875,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
242,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517504,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",03/11/2013,04/11/2013 a 11/11/2013,23/08/2015,Scinax fuscovarius,Perereca-de-banheiro,Scinax fuscovarius,species,1,Sem Informações,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax fuscovarius,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.390556,-54.5875,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
243,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517505,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",25/03/2014,26/03/2014 a 26/03/2014,23/08/2015,Scinax fuscovarius,Perereca-de-banheiro,Scinax fuscovarius,species,1,Sem Informações,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax fuscovarius,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.390556,-54.5875,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
244,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517510,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",17/11/2013,18/11/2013 a 25/11/2013,23/08/2015,Leptodactylus mystacinus,Rã-assobiadora,Leptodactylus mystacinus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystacinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
245,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517511,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",08/12/2013,09/12/2013 a 16/12/2013,23/08/2015,Leptodactylus mystacinus,Rã-assobiadora,Leptodactylus mystacinus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystacinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
246,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517512,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",17/11/2013,18/11/2013 a 25/11/2013,23/08/2015,Leptodactylus podicipinus,Sem Informações,Leptodactylus podicipinus,species,3,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus podicipinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
247,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517513,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",19/01/2014,20/01/2014 a 27/01/2014,23/08/2015,Leptodactylus podicipinus,Sem Informações,Leptodactylus podicipinus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus podicipinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
248,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517514,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",20/02/2014,21/02/2014 a 28/02/2014,23/08/2015,Leptodactylus podicipinus,Sem Informações,Leptodactylus podicipinus,species,2,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus podicipinus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
249,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517515,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",12/01/2014,13/01/2014 a 20/01/2014,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
250,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517516,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",17/02/2014,18/02/2014 a 25/02/2014,23/08/2015,Physalaemus albonotatus,Sem Informações,Physalaemus albonotatus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus albonotatus,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
251,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517517,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",16/12/2013,17/12/2013 a 17/12/2013,23/08/2015,Physalaemus centralis,Sem Informações,Physalaemus centralis,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Physalaemus,Physalaemus centralis,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
252,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517518,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",20/11/2013,21/11/2013 a 21/11/2013,23/08/2015,Rhinella schneideri,Sem Informações,Rhinella schneideri,species,1,Sem Informações,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
253,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517519,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",17/11/2013,18/11/2013 a 25/11/2013,23/08/2015,Rhinella schneideri,Sem Informações,Rhinella schneideri,species,1,Sem Informações,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
254,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517520,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",20/11/2013,21/11/2013 a 21/11/2013,23/08/2015,Scinax fuscovarius,Perereca-de-banheiro,Scinax fuscovarius,species,1,Sem Informações,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax fuscovarius,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.446667,-54.558331,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
255,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517521,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",03/11/2013,04/11/2013 a 11/11/2013,23/08/2015,Leptodactylus elenae,Sem Informações,Leptodactylus elenae,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus elenae,Espécie não Ameaçada,Sem Informações,Área De Pesquisa Da Universidade Católica Dom Bosco,Brasil,MS,Campo Grande,Espécie não Sensível,-20.411667,-54.614717,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
256,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Cláudia Márcia Marily Ferreira,517522,"Nº Da Autorização/Licença Sisbio: 35582, Projeto: Composição E Estrutura De Comunidades De Anfíbios Ao Longo De Um Gradiente Urbano Em Campo Grande, Mato Grosso Do Sul",12/01/2014,13/01/2014 a 20/01/2014,23/08/2015,Leptodactylus mystacinus,Rã-assobiadora,Leptodactylus mystacinus,species,1,Sem Informações,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystacinus,Espécie não Ameaçada,Sem Informações,Área De Pesquisa Da Universidade Católica Dom Bosco,Brasil,MS,Campo Grande,Espécie não Sensível,-20.411667,-54.614717,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
